experiment,metric,baseline,p_value,significant
"n_students-100_n_skills-5_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,popularity,0.052734375,False
"n_students-100_n_skills-5_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,simple_markov,0.9990234375,False
"n_students-100_n_skills-5_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,full_information,0.1611328125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,simple_markov,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,full_information,0.2158203125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,simple_markov,0.9755859375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,full_information,0.2158203125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,simple_markov,0.0322265625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,full_information,0.0654296875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,simple_markov,0.65234375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,full_information,0.009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,simple_markov,0.0966796875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",spa,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",spa,popularity,0.9970703125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",spa,simple_markov,0.0048828125,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",spa,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",spa,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",spa,popularity,0.8837890625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",spa,simple_markov,0.24609375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",spa,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",spa,popularity,0.9990234375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",spa,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",spa,popularity,0.9677734375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",spa,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",spa,popularity,0.9580078125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,full_information,0.5390625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,popularity,0.009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,full_information,0.8623046875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,popularity,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,simple_markov,0.1611328125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,full_information,0.615234375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,full_information,0.2783203125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,simple_markov,0.0068359375,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,full_information,0.7216796875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,popularity,0.009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",spa,full_information,0.9990234375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",spa,popularity,0.65234375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",spa,full_information,0.9033203125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",spa,popularity,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",spa,simple_markov,0.013671875,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",spa,full_information,0.9345703125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",spa,popularity,0.1162109375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",spa,full_information,0.9580078125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",spa,popularity,0.0322265625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",spa,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",spa,popularity,0.8837890625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,full_information,0.8623046875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,popularity,0.052734375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,simple_markov,0.0419921875,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,full_information,0.75390625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,simple_markov,0.8388671875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,full_information,0.615234375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,simple_markov,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,full_information,0.5390625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,simple_markov,0.4609375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,full_information,0.4609375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,popularity,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,full_information,0.0966796875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,simple_markov,0.0244140625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,full_information,0.4609375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,simple_markov,0.9814453125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,full_information,0.75390625,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,simple_markov,0.2783203125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,full_information,0.8388671875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,simple_markov,0.052734375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,full_information,0.3125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,popularity,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,simple_markov,0.1162109375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",spa,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",spa,popularity,0.9970703125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",spa,full_information,0.986328125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",spa,popularity,0.9345703125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",spa,simple_markov,0.1376953125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",spa,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",spa,popularity,0.9677734375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",spa,simple_markov,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",spa,full_information,0.998046875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",spa,popularity,0.9677734375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",spa,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",spa,popularity,1.0,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",spa,simple_markov,0.009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,full_information,0.65234375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,popularity,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,full_information,0.8125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,popularity,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,simple_markov,0.1376953125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",spa,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,full_information,0.8388671875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,popularity,0.0048828125,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",spa,simple_markov,0.0009765625,True
